,Support Loss Confidence Interval,Challenge Loss Confidence Interval
c2d Exp. Model,[24.1166976674764, 33.67257600914235],[63.31226808503191, 65.28128705055589]
c2d Poly. Model,[24.116717421344422, 33.672579788891326],[66.49424962878871, 69.39505659339225]
