,Support Loss Confidence Interval,Challenge Loss Confidence Interval
c2d Exp. Model,[23.21714093545392, 52.73956593542246],[81.30456431760798, 90.1951974166059]
c2d Poly. Model,[23.216914930536447, 52.734912015674574],[68.1655245663721, 75.51036572526044]
