,Confidence intervals of p0,Confidence intervals of p1
c2d Exp. model,[0.42680047618627326,0.557620447774138],[0.999397425176981,1.0060528868507321]
c2d Poly. model,[0.2207886681846594,0.5771203839233815],[-0.017551933556205768,0.2441698053910386]
